Year,Lg,Tm,City,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts,Yds,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
1964,NFL,Pittsburgh Steelers,Pittsburgh,5,9,0,6th of 7,,253,315,-62,Parker,Ballman,Brown,Johnson,Ballman,11,10,9,7,12,11,10,14,-4.4,-2.4,-6.9,-5.9,-1
1963,NFL,Pittsburgh Steelers,Pittsburgh,7,4,3,4th of 7,,321,295,26,Parker,Dial,Brown,Johnson,Dial,6,3,8,11,3,8,8,14,1.9,1.1,2.9,1.2,1.7
1962,NFL,Pittsburgh Steelers,Pittsburgh,9,5,0,2nd of 7,,312,363,-51,Parker,Michaels,Layne,Johnson,Dial,6,9,11,8,7,9,8,14,-3.6,-3.1,-6.7,-2.1,-4.6
1961,NFL,Pittsburgh Steelers,Pittsburgh,6,8,0,5th of 7,,295,287,8,Parker,Michaels,Bukich,Johnson,Dial,8,11,7,2,13,9,8,14,0.6,-2.3,-1.7,-1.5,-0.3
1960,NFL,Pittsburgh Steelers,Pittsburgh,5,6,1,5th of 6,,240,275,-35,Parker,Tracy,Layne,Tracy,Dial,8,3,9,12,10,10,10,13,-2.9,2.2,-0.7,-1.2,0.4
1959,NFL,Pittsburgh Steelers,Pittsburgh,6,5,1,4th of 6,,257,216,41,Parker,,Layne,Tracy,Orr,5,7,4,2,7,5,4,12,3.4,-2.3,1.1,-0.7,1.9
1958,NFL,Pittsburgh Steelers,Pittsburgh,7,4,1,3rd of 6,,261,230,31,Parker,,Layne,Tracy,Orr,5,3,4,3,6,6,2,12,2.6,-1.7,0.9,-1.2,2.1
1957,NFL,Pittsburgh Steelers,Pittsburgh,6,6,0,3rd of 6,,161,178,-17,Parker,,Morrall,Wells,McClairen,12,11,2,1,1,9,7,12,-1.4,-0.3,-1.7,-7,5.3
1956,NFL,Pittsburgh Steelers,Pittsburgh,5,7,0,4th of 6,,217,250,-33,Kiesling,,Marchibroda,Rogel,Mathews,9,10,8,3,3,7,7,12,-2.8,-0.2,-2.9,-0.3,-2.6
1955,NFL,Pittsburgh Steelers,Pittsburgh,4,8,0,6th of 6,,195,285,-90,Kiesling,,Finks,Rogel,Mathews,12,6,11,2,12,12,2,12,-7.5,4,-3.5,-2.5,-1
1954,NFL,Pittsburgh Steelers,Pittsburgh,5,7,0,4th of 6,,219,263,-44,Kiesling,,Finks,Rogel,Mathews,9,9,7,11,4,9,9,12,-3.7,-2.3,-6,-5.1,-0.9
1953,NFL,Pittsburgh Steelers,Pittsburgh,6,6,0,4th of 6,,211,263,-52,Bach,,Finks,Rogel,Nickel,7,7,8,2,6,8,6,12,-4.3,0.8,-3.5,-3,-0.5
1952,NFL,Pittsburgh Steelers,Pittsburgh,5,7,0,4th of 6,,300,273,27,Bach,,Finks,Mathews,Nickel,4,6,8,11,4,5,11,12,2.3,1.9,4.1,5,-0.9
1951,NFL,Pittsburgh Steelers,Pittsburgh,4,7,1,4th of 6,,183,235,-52,Michelosen,,Ortmann,Rogel,Minarik,11,11,4,4,4,8,9,12,-4.3,0.2,-4.1,-5.9,1.7
1950,NFL,Pittsburgh Steelers,Pittsburgh,6,6,0,3rd of 6,,180,195,-15,Michelosen,,Geri,Geri,Nickel,13,12,4,4,13,8,7,13,-1.3,4.5,3.2,-4.8,8
1949,NFL,Pittsburgh Steelers,Pittsburgh,6,5,1,2nd of 5,,224,214,10,Michelosen,,Geri,Nuzum,Nickel,8,6,2,5,4,5,5,10,0.8,-1,-0.1,-4.5,4.3
1948,NFL,Pittsburgh Steelers,Pittsburgh,4,8,0,3rd of 5,,200,243,-43,Michelosen,,Evans,Cifers,Jansante,7,8,4,3,10,6,6,10,-3.6,-1.7,-5.3,-8.6,3.3
1947,NFL,Pittsburgh Steelers*,Pittsburgh,8,4,0,1st of 5,Lost Div,240,259,-19,Sutherland,,Clement,Clement,Jansante,7,8,7,2,6,6,7,10,-1.6,-2.5,-4.1,-3.4,-0.7
1946,NFL,Pittsburgh Steelers,Pittsburgh,5,5,1,3rd of 5,,136,117,19,Sutherland,,Dudley,Dudley,Bova,10,9,1,5,4,5,8,10,1.7,-1,0.8,-7.3,8.1
1945,NFL,Pittsburgh Steelers,Pittsburgh,2,8,0,5th of 5,,79,220,-141,Leonard,,Warren,Warren,Bova,10,10,8,8,8,10,10,10,-14.1,-0.1,-14.2,-10.8,-3.4
1942,NFL,Pittsburgh Steelers,Pittsburgh,7,4,0,2nd of 5,,167,119,48,Kiesling,,Dudley,Dudley,Kichefski,4,4,3,3,3,4,4,10,4.4,-1.6,2.7,-1,3.7
1941,NFL,Pittsburgh Steelers,Pittsburgh,1,9,1,5th of 5,,103,276,-173,"Kiesling,Donelli,Bell",,Brumbaugh,Riffle,Looney,10,9,10,7,10,10,9,10,-15.7,1.3,-14.4,-6.5,-7.9
1940,NFL,Pittsburgh Steelers,Pittsburgh,2,7,2,4th of 5,,60,178,-118,Kiesling,,Patterson,Tomasetti,Platukis,10,10,7,4,10,10,10,10,-10.7,0.4,-10.3,-9.5,-0.8
1939,NFL,Pittsburgh Pirates,Pittsburgh,1,9,1,4th of 5,,114,216,-102,"Kiesling,Blood",,McCullough,Brumbaugh,Boyd,7,8,8,9,10,8,9,10,-9.3,-0.2,-9.4,-4.9,-4.6
1938,NFL,Pittsburgh Pirates,Pittsburgh,2,9,0,5th of 5,,79,169,-90,Blood,,White,White,Davidson,10,7,9,7,10,10,7,10,-8.2,1,-7.2,-6.1,-1.1
1937,NFL,Pittsburgh Pirates,Pittsburgh,4,7,0,3rd of 5,,122,145,-23,Blood,,Fiske,Karcis,Davidson,7,7,6,4,6,6,6,10,-2.1,-1.3,-3.3,-2.1,-1.2
1936,NFL,Pittsburgh Pirates,Pittsburgh,6,6,0,2nd of 5,,98,187,-89,Bach,,Matesic,Heller,Sortet,6,7,8,9,7,8,9,9,-7.4,0.1,-7.4,-3.5,-3.9
1935,NFL,Pittsburgh Pirates,Pittsburgh,4,8,0,3rd of 5,,100,209,-109,Bach,,Gildea,Heller,Sortet,5,9,9,9,9,8,9,9,-9.1,-0.8,-9.9,-2.2,-7.7
1934,NFL,Pittsburgh Pirates,Pittsburgh,2,10,0,5th of 5,,51,206,-155,DiMeolo,,Heller,Heller,Skladany,10,6,9,10,7,10,9,11,-12.9,-1.5,-14.4,-7.7,-6.7
1933,NFL,Pittsburgh Pirates,Pittsburgh,3,6,2,5th of 5,,67,208,-141,Douds,,Holm,Brovelli,Moss,8,8,10,9,10,10,9,10,-12.8,-0.3,-13.1,-3.1,-10
2018,NFL,San Francisco 49ers,San Francisco,4,12,0,3rd of 4,,342,435,-93,Shanahan,Kittle,Mullens,Breida,Kittle,21,16,28,13,32,27,16,32,-5.8,0.3,-5.5,-2.5,-3.1
2017,NFL,San Francisco 49ers,San Francisco,6,10,0,4th of 4,,331,383,-52,Shanahan,Staley,Garoppolo,Hyde,Goodwin,20,12,25,24,20,19,16,32,-3.3,0.4,-2.9,-0.8,-2.1
2016,NFL,San Francisco 49ers,San Francisco,2,14,0,4th of 4,,309,480,-171,Kelly,Kaepernick,Kaepernick,Hyde,Kerley,27,31,32,32,24,31,32,32,-10.7,-0.5,-11.2,-3.7,-7.5
2015,NFL,San Francisco 49ers,San Francisco,5,11,0,4th of 4,,238,387,-149,Tomsula,Bowman,Gabbert,Hyde,Boldin,32,31,18,29,22,31,32,32,-9.3,3.8,-5.5,-6,0.5
2014,NFL,San Francisco 49ers,San Francisco,8,8,0,3rd of 4,,306,340,-34,Harbaugh,Kaepernick,Kaepernick,Gore,Boldin,25,20,10,5,6,22,15,32,-2.1,1.2,-1,-3,2.1
2013,NFL,San Francisco 49ers*,San Francisco,12,4,0,2nd of 4,Lost Conf,406,272,134,Harbaugh,Bowman,Kaepernick,Gore,Boldin,11,24,3,5,4,3,14,32,8.4,1.8,10.1,3.5,6.6
2012,NFL,San Francisco 49ers*,San Francisco,11,4,1,1st of 4,Lost SB,397,273,124,Harbaugh,Iupati,Kaepernick,Gore,Crabtree,11,11,2,3,8,4,3,32,7.8,2.5,10.2,3.5,6.7
2011,NFL,San Francisco 49ers*,San Francisco,13,3,0,1st of 4,Lost Conf,380,229,151,Harbaugh,Smith,Smith,Gore,Crabtree,11,26,2,4,1,4,14,32,9.4,-1.1,8.3,1.7,6.6
2010,NFL,San Francisco 49ers,San Francisco,6,10,0,3rd of 4,,305,346,-41,"Singletary,Tomsula",Willis,Smith,Gore,Davis,24,24,16,13,15,20,21,32,-2.6,-3.3,-5.8,-4.7,-1.1
2009,NFL,San Francisco 49ers,San Francisco,8,8,0,2nd of 4,,330,281,49,Singletary,Willis,Smith,Gore,Davis,18,27,4,15,5,13,24,32,3.1,-3,0.1,-2.9,3
2008,NFL,San Francisco 49ers,San Francisco,7,9,0,2nd of 4,,339,381,-42,"Singletary,Nolan",Willis,Hill,Gore,Bruce,22,23,23,13,31,23,23,32,-2.6,-2.7,-5.3,-2.9,-2.4
2007,NFL,San Francisco 49ers,San Francisco,5,11,0,3rd of 4,,219,364,-145,Nolan,Willis,Dilfer,Gore,Battle,32,32,20,25,30,29,32,32,-9.1,-2.9,-11.9,-9.9,-2
2006,NFL,San Francisco 49ers,San Francisco,7,9,0,3rd of 4,,298,412,-114,Nolan,Gore,Smith,Gore,Bryant,24,26,32,26,23,29,27,32,-7.1,-1.6,-8.7,-3.5,-5.2
2005,NFL,San Francisco 49ers,San Francisco,4,12,0,4th of 4,,239,428,-189,Nolan,Smith,Smith,Gore,Lloyd,30,32,30,32,27,32,32,32,-11.8,0.7,-11.1,-5.6,-5.5
2004,NFL,San Francisco 49ers,San Francisco,2,14,0,4th of 4,,259,452,-193,Erickson,Parrish,Rattay,Barlow,Johnson,30,26,32,24,31,32,30,32,-12.1,-1.6,-13.6,-5.1,-8.6
2003,NFL,San Francisco 49ers,San Francisco,7,9,0,3rd of 4,,384,337,47,Erickson,Peterson,Garcia,Barlow,Owens,9,5,21,13,4,13,6,32,2.9,0.1,3.1,3,0.1
2002,NFL,San Francisco 49ers*,San Francisco,10,6,0,1st of 4,Lost Div,367,351,16,Mariucci,Peterson,Garcia,Hearst,Owens,13,8,18,14,8,17,10,32,1,-0.4,0.6,0.7,-0.1
2001,NFL,San Francisco 49ers*,San Francisco,12,4,0,2nd of 5,Lost WC,409,282,127,Mariucci,Garcia,Garcia,Hearst,Owens,3,4,9,13,3,5,3,31,7.9,-1.1,6.8,4.2,2.7
2000,NFL,San Francisco 49ers,San Francisco,6,10,0,4th of 5,,388,422,-34,Mariucci,Garcia,Garcia,Garner,Owens,6,4,28,29,13,21,14,31,-2.1,-1.7,-3.8,1.7,-5.5
1999,NFL,San Francisco 49ers,San Francisco,4,12,0,4th of 5,,295,453,-158,Mariucci,Garner,Garcia,Garner,Rice,22,10,30,28,29,28,22,31,-9.9,-1.5,-11.3,-4.5,-6.8
1998,NFL,San Francisco 49ers*,San Francisco,12,4,0,2nd of 5,Lost Div,479,328,151,Mariucci,Young,Young,Hearst,Rice,3,1,13,23,11,4,1,30,9.4,1.2,10.6,8.8,1.8
1997,NFL,San Francisco 49ers*,San Francisco,13,3,0,1st of 5,Lost Conf,375,265,110,Mariucci,Stubblefield,Young,Hearst,Owens,5,12,3,1,2,4,2,30,6.9,-1.8,5.1,2.4,2.7
1996,NFL,San Francisco 49ers*,San Francisco,12,4,0,2nd of 5,Lost Div,398,257,141,Seifert,Young,Young,Kirby,Rice,3,6,4,7,6,3,4,30,8.8,-0.8,8,3.7,4.3
1995,NFL,San Francisco 49ers*,San Francisco,11,5,0,1st of 5,Lost Div,457,258,199,Seifert,Rice,Young,Loville,Rice,1,2,2,1,5,1,1,30,12.4,-0.7,11.8,6.5,5.3
1994,NFL,San Francisco 49ers*,San Francisco,13,3,0,1st of 4,Won SB,505,296,209,Seifert,Young,Young,Watters,Rice,1,2,6,8,3,1,1,28,13.1,-1.4,11.6,9.9,1.7
1993,NFL,San Francisco 49ers*,San Francisco,10,6,0,1st of 4,Lost Conf,473,295,178,Seifert,Young,Young,Watters,Rice,1,1,16,15,14,1,1,28,11.1,-1.5,9.7,9.9,-0.3
1992,NFL,San Francisco 49ers*,San Francisco,14,2,0,1st of 4,Lost Conf,431,236,195,Seifert,Young,Young,Watters,Rice,1,1,3,15,7,1,3,28,12.2,-0.4,11.8,7.3,4.5
1991,NFL,San Francisco 49ers,San Francisco,10,6,0,3rd of 4,,393,239,154,Seifert,Young,Young,Henderson,Rice,3,3,4,6,19,2,2,28,9.6,1.2,10.9,6.6,4.3
1990,NFL,San Francisco 49ers*,San Francisco,14,2,0,1st of 4,Lost Conf,353,239,114,Seifert,Haley,Montana,Carter,Rice,8,2,2,3,9,3,1,28,7.1,-1.4,5.8,1.2,4.6
1989,NFL,San Francisco 49ers*,San Francisco,14,2,0,1st of 4,Won SB,442,253,189,Seifert,Rice,Montana,Craig,Rice,1,1,3,4,2,1,1,28,11.8,-1.1,10.7,5.8,4.9
1988,NFL,San Francisco 49ers*,San Francisco,10,6,0,1st of 4,Won SB,369,294,75,Walsh,Craig,Montana,Craig,Rice,7,2,8,3,4,6,2,28,4.7,0.1,4.8,3.1,1.7
1987,NFL,San Francisco 49ers*,San Francisco,13,2,0,1st of 4,Lost Div,459,253,206,Walsh,Carter,Montana,Craig,Rice,1,1,3,1,3,1,1,28,13.7,-0.4,13.3,8.9,4.4
1986,NFL,San Francisco 49ers*,San Francisco,10,5,1,1st of 4,Lost Div,374,247,127,Walsh,Lott,Montana,Craig,Rice,7,3,3,6,1,3,3,28,7.9,-0.9,7,2.6,4.4
1985,NFL,San Francisco 49ers*,San Francisco,10,6,0,2nd of 4,Lost WC,411,263,148,Walsh,Wright,Montana,Craig,Craig,5,2,2,14,11,2,7,28,9.3,-0.5,8.8,4.6,4.2
1984,NFL,San Francisco 49ers*,San Francisco,15,1,0,1st of 4,Won SB,475,227,248,Walsh,Fahnhorst,Montana,Tyler,Clark,2,2,1,10,3,1,4,28,15.5,-2.8,12.7,7.4,5.4
1983,NFL,San Francisco 49ers*,San Francisco,10,6,0,1st of 4,Lost Conf,432,293,139,Walsh,Montana,Montana,Tyler,Clark,4,4,4,10,6,2,4,28,8.7,0,8.7,5.7,3
1982,NFL,San Francisco 49ers,San Francisco,3,6,0,3rd of 4,,209,206,3,Walsh,Montana,Montana,Moore,Clark,7,3,23,21,25,12,9,28,0.3,-2.8,-2.4,0.3,-2.8
1981,NFL,San Francisco 49ers*,San Francisco,13,3,0,1st of 4,Won SB,357,250,107,Walsh,Lott,Montana,Patton,Clark,7,13,2,2,1,3,3,28,6.7,-0.5,6.2,1.3,5
1980,NFL,San Francisco 49ers,San Francisco,6,10,0,3rd of 4,,320,415,-95,Walsh,Cooper,DeBerg,Cooper,Clark,12,12,26,27,20,24,22,28,-5.9,-0.3,-6.3,-1.2,-5.1
1979,NFL,San Francisco 49ers,San Francisco,2,14,0,4th of 4,,308,416,-108,Walsh,DeBerg,DeBerg,Hofer,Solomon,16,6,27,20,19,27,10,28,-6.8,-0.7,-7.4,-1.3,-6.1
1978,NFL,San Francisco 49ers,San Francisco,2,14,0,4th of 4,,219,350,-131,"O'Connor,McCulley",Crist,DeBerg,Simpson,Solomon,28,27,23,21,28,27,27,28,-8.2,-0.9,-9.1,-4.6,-4.5
1977,NFL,San Francisco 49ers,San Francisco,5,9,0,3rd of 4,,220,260,-40,Meyer,Williams,Plunkett,Williams,Washington,19,22,20,3,21,19,12,28,-2.9,-0.9,-3.8,-1.1,-2.7
1976,NFL,San Francisco 49ers,San Francisco,8,6,0,2nd of 5,,270,190,80,Clark,Hart,Plunkett,Williams,Washington,13,18,3,2,22,10,12,28,5.7,-1.9,3.8,-1.3,5
1975,NFL,San Francisco 49ers,San Francisco,5,9,0,2nd of 4,,255,286,-31,Nolan,Hardman,Snead,Williams,Washington,16,16,14,10,25,14,13,26,-2.2,-2.5,-4.7,-2.2,-2.5
1974,NFL,San Francisco 49ers,San Francisco,6,8,0,2nd of 4,,226,236,-10,Nolan,Johnson,Owen,Jackson,Washington,19,14,11,12,16,15,13,26,-0.7,-1.8,-2.6,-2.1,-0.5
1973,NFL,San Francisco 49ers,San Francisco,5,9,0,3rd of 4,,262,319,-57,Nolan,Blue,Brodie,Washington,Kwalick,14,8,19,20,20,16,14,26,-4.1,3.9,-0.2,1.4,-1.6
1972,NFL,San Francisco 49ers*,San Francisco,8,5,1,1st of 4,Lost Div,353,249,104,Nolan,Johnson,Spurrier,Washington,Washington,4,8,9,14,15,5,11,26,7.4,-1,6.4,4.9,1.5
1971,NFL,San Francisco 49ers*,San Francisco,9,5,0,1st of 4,Lost Conf,300,216,84,Nolan,Johnson,Brodie,Willard,Washington,9,3,6,6,21,7,3,26,6,0.3,6.3,2.4,3.8
1970,NFL,San Francisco 49ers*,San Francisco,10,3,1,1st of 4,Lost Conf,352,267,85,Nolan,Brodie,Brodie,Willard,Washington,1,2,14,13,1,6,7,26,6.1,0.4,6.5,6.4,0.1
1969,NFL,San Francisco 49ers,San Francisco,4,8,2,4th of 4,,277,319,-42,Nolan,Johnson,Brodie,Willard,Washington,10,2,10,7,9,11,3,16,-3,2.7,-0.3,0.9,-1.2
1968,NFL,San Francisco 49ers,San Francisco,7,6,1,3rd of 4,,303,310,-7,Nolan,Brodie,Brodie,Willard,McNeil,6,3,9,7,11,8,5,16,-0.5,1.8,1.3,2.5,-1.2
1967,NFL,San Francisco 49ers,San Francisco,7,7,0,3rd of 4,,273,337,-64,Christiansen,Wilcox,Brodie,Willard,Witcher,11,7,10,9,13,14,7,16,-4.6,1.5,-3,-1,-2
1966,NFL,San Francisco 49ers,San Francisco,6,6,2,4th of 7,,320,325,-5,Christiansen,Johnson,Brodie,Willard,Parks,6,3,10,8,11,8,5,15,-0.4,2.1,1.8,3.8,-2
1965,NFL,San Francisco 49ers,San Francisco,7,6,1,4th of 7,,421,402,19,Christiansen,Parks,Brodie,Willard,Parks,1,1,13,12,12,6,1,14,1.4,5.8,7.1,10.7,-3.6
1964,NFL,San Francisco 49ers,San Francisco,4,10,0,7th of 7,,236,330,-94,Christiansen,Hazeltine,Brodie,Kopay,Casey,14,7,10,12,14,12,12,14,-6.7,3.9,-2.8,-3.6,0.7
1963,NFL,San Francisco 49ers,San Francisco,2,12,0,7th of 7,,198,391,-193,"Christiansen,Hickey",Woodson,McHan,Smith,Casey,14,14,13,14,8,14,14,14,-13.8,2,-11.8,-6.6,-5.2
1962,NFL,San Francisco 49ers,San Francisco,6,8,0,5th of 7,,282,331,-49,Hickey,Brodie,Brodie,Smith,Casey,11,13,7,7,12,8,11,14,-3.5,3.8,0.3,1,-0.8
1961,NFL,San Francisco 49ers,San Francisco,7,6,1,5th of 7,,346,272,74,Hickey,Brodie,Brodie,Smith,Owens,4,3,6,8,10,3,2,14,5.3,0.8,6.1,3.6,2.5
1960,NFL,San Francisco 49ers,San Francisco,7,5,0,2nd of 7,,208,205,3,Hickey,Woodson,Brodie,Smith,Owens,10,11,1,6,3,8,9,13,0.3,-1.1,-0.9,-5.2,4.3
1959,NFL,San Francisco 49ers,San Francisco,7,5,0,3rd of 6,,255,237,18,Hickey,,Tittle,Smith,Wilson,6,11,5,11,6,6,10,12,1.5,1.7,3.2,0.5,2.7
1958,NFL,San Francisco 49ers,San Francisco,6,6,0,4th of 6,,257,324,-67,Albert,,Tittle,Perry,Owens,8,4,10,8,9,9,6,12,-5.6,1.8,-3.8,-0.7,-3.1
1957,NFL,San Francisco 49ers*,San Francisco,8,4,0,1st of 6,Lost Div,260,264,-4,Albert,,Tittle,McElhenny,Wilson,4,6,9,12,6,7,9,12,-0.3,0.1,-0.2,0.9,-1.2
1956,NFL,San Francisco 49ers,San Francisco,5,6,1,3rd of 6,,233,284,-51,Albert,,Tittle,McElhenny,Wilson,8,6,9,10,6,9,10,12,-4.3,1.6,-2.7,-1.9,-0.7
1955,NFL,San Francisco 49ers,San Francisco,4,8,0,5th of 6,,216,298,-82,Strader,,Tittle,Perry,Wilson,10,8,12,9,11,11,10,12,-6.8,-1.4,-8.2,-3.8,-4.4
1954,NFL,San Francisco 49ers,San Francisco,7,4,1,3rd of 6,,313,251,62,Shaw,,Tittle,Perry,Wilson,4,2,5,6,2,4,5,12,5.2,0.9,6,4.5,1.6
1953,NFL,San Francisco 49ers,San Francisco,9,3,0,2nd of 6,,372,237,135,Shaw,,Tittle,Perry,Wilson,1,3,6,3,5,3,3,12,11.3,-0.5,10.7,9,1.7
1952,NFL,San Francisco 49ers,San Francisco,7,5,0,3rd of 6,,285,221,64,Shaw,,Tittle,Perry,Soltau,6,4,3,3,5,4,3,12,5.3,-0.9,4.4,-0.1,4.5
1951,NFL,San Francisco 49ers,San Francisco,7,4,1,2nd of 6,,255,205,50,Shaw,,Albert,Perry,Soltau,5,4,3,5,4,5,3,12,4.2,0.1,4.3,-2.3,6.6
1950,NFL,San Francisco 49ers,San Francisco,3,9,0,5th of 7,,213,300,-87,Shaw,,Albert,Perry,Loyd,11,10,8,7,8,10,8,13,-7.3,-2.2,-9.5,-8.9,-0.6
1949,AAFC,San Francisco 49ers*,San Francisco,9,3,0,2nd of 7,Lost Champ,416,227,189,Shaw,,Albert,Perry,Beals,1,1,3,1,2,1,1,7,15.8,-2.3,13.5,13.3,0.2
1948,AAFC,San Francisco 49ers,San Francisco,12,2,0,2nd of 4,,495,248,247,Shaw,,Albert,Strzykalski,Beals,1,1,2,2,1,1,2,8,17.6,-2.2,15.4,12.1,3.4
1947,AAFC,San Francisco 49ers,San Francisco,8,4,2,2nd of 4,,327,264,63,Shaw,,Albert,Strzykalski,Beals,4,2,4,4,2,4,3,8,4.5,-0.6,3.9,1.9,2.1
1946,AAFC,San Francisco 49ers,San Francisco,9,5,0,2nd of 4,,307,189,118,Shaw,,Albert,Standlee,Beals,2,3,2,3,3,2,2,8,8.4,-1.1,7.4,1.3,6
2018,NFL,Seattle Seahawks*,Seattle,10,6,0,2nd of 4,Lost WC,428,347,81,Carroll,Wagner,Wilson,Carson,Lockett,6,18,11,16,1,10,19,32,5.1,-0.6,4.5,3,1.5
2017,NFL,Seattle Seahawks,Seattle,9,7,0,2nd of 4,,366,332,34,Carroll,Wilson,Wilson,Wilson,Baldwin,11,15,13,11,8,13,13,32,2.1,-0.2,1.9,0.7,1.2
2016,NFL,Seattle Seahawks*,Seattle,10,5,1,1st of 4,Lost Div,354,292,62,Carroll,Wagner,Wilson,Michael,Baldwin,18,12,3,5,16,6,5,32,3.9,-1.7,2.1,-2.4,4.5
2015,NFL,Seattle Seahawks*,Seattle,10,6,0,2nd of 4,Lost Div,423,277,146,Carroll,Wilson,Wilson,Rawls,Baldwin,4,4,1,2,5,4,1,32,9.1,2.2,11.3,5.4,6
2014,NFL,Seattle Seahawks*,Seattle,12,4,0,1st of 4,Lost SB,394,254,140,Carroll,Wilson,Wilson,Lynch,Baldwin,10,9,1,1,4,2,1,32,8.8,0.8,9.5,2.4,7.1
2013,NFL,Seattle Seahawks*,Seattle,13,3,0,1st of 4,Won SB,417,231,186,Carroll,Sherman,Wilson,Lynch,Tate,8,17,1,1,1,2,3,32,11.6,1.4,13,4.1,8.9
2012,NFL,Seattle Seahawks*,Seattle,11,5,0,2nd of 4,Lost Div,412,245,167,Carroll,Sherman,Wilson,Lynch,Rice,9,17,1,4,5,3,7,32,10.4,1.8,12.2,4.5,7.7
2011,NFL,Seattle Seahawks,Seattle,7,9,0,3rd of 4,,321,315,6,Carroll,Thomas,Jackson,Lynch,Baldwin,23,28,7,9,5,18,23,32,0.4,0.4,0.8,-0.5,1.3
2010,NFL,Seattle Seahawks*,Seattle,7,9,0,1st of 4,Lost Div,310,407,-97,Carroll,Hasselbeck,Hasselbeck,Lynch,Williams,23,28,25,27,27,28,30,32,-6.1,-3.4,-9.4,-3.9,-5.5
2009,NFL,Seattle Seahawks,Seattle,5,11,0,3rd of 4,,280,390,-110,Mora,Grant,Hasselbeck,Jones,Houshmandzadeh,25,21,25,24,26,26,25,32,-6.9,-2.4,-9.3,-5,-4.4
2008,NFL,Seattle Seahawks,Seattle,4,12,0,3rd of 4,,294,392,-98,Holmgren,Peterson,Wallace,Jones,Carlson,25,28,25,30,25,26,30,32,-6.1,-1.5,-7.6,-4.9,-2.8
2007,NFL,Seattle Seahawks*,Seattle,10,6,0,1st of 4,Lost Div,393,291,102,Holmgren,Kerney,Hasselbeck,Alexander,Engram,9,9,6,15,5,8,10,32,6.4,-4.6,1.8,0.8,0.9
2006,NFL,Seattle Seahawks*,Seattle,9,7,0,1st of 4,Lost Div,335,341,-6,Holmgren,Jones,Hasselbeck,Alexander,Jackson,14,19,19,19,27,15,21,32,-0.4,-3.2,-3.6,-1.7,-1.9
2005,NFL,Seattle Seahawks*,Seattle,13,3,0,1st of 4,Lost SB,452,271,181,Holmgren,Alexander,Hasselbeck,Alexander,Engram,1,2,7,16,7,2,3,32,11.3,-2.2,9.1,5.8,3.4
2004,NFL,Seattle Seahawks*,Seattle,9,7,0,1st of 4,Lost WC,371,373,-2,Holmgren,Jones,Hasselbeck,Alexander,Jackson,12,8,22,26,9,16,15,32,-0.1,-2.8,-2.9,0.4,-3.3
2003,NFL,Seattle Seahawks*,Seattle,10,6,0,2nd of 4,Lost WC,404,327,77,Holmgren,Hutchinson,Hasselbeck,Alexander,Jackson,7,6,15,19,18,10,13,32,4.8,-0.7,4.1,3.6,0.5
2002,NFL,Seattle Seahawks,Seattle,7,9,0,3rd of 4,,355,369,-14,Holmgren,Alexander,Hasselbeck,Alexander,Robinson,16,7,23,28,14,19,17,32,-0.9,-0.4,-1.3,0,-1.2
2001,NFL,Seattle Seahawks,Seattle,9,7,0,2nd of 5,,301,324,-23,Holmgren,Jones,Hasselbeck,Alexander,Jackson,19,25,18,20,11,16,24,31,-1.4,-0.4,-1.9,-1.4,-0.4
2000,NFL,Seattle Seahawks,Seattle,6,10,0,4th of 5,,320,405,-85,Holmgren,Watters,Kitna,Watters,Dawkins,19,19,25,31,23,25,30,31,-5.3,1.6,-3.7,-1.4,-2.3
1999,NFL,Seattle Seahawks*,Seattle,9,7,0,1st of 5,Lost WC,338,298,40,Holmgren,Kennedy,Kitna,Watters,Dawkins,12,23,8,23,12,12,26,31,2.5,2,4.5,1.9,2.6
1998,NFL,Seattle Seahawks,Seattle,8,8,0,3rd of 5,,372,310,62,Erickson,Brown,Moon,Watters,Galloway,10,23,10,27,7,9,29,30,3.9,-2.4,1.5,0.9,0.6
1997,NFL,Seattle Seahawks,Seattle,8,8,0,3rd of 5,,365,362,3,Erickson,Moon,Moon,Warren,Galloway,9,3,22,8,19,15,3,30,0.2,0,0.1,1.8,-1.7
1996,NFL,Seattle Seahawks,Seattle,7,9,0,5th of 5,,317,376,-59,Erickson,Kennedy,Friesz,Warren,Galloway,16,19,24,24,11,21,22,30,-3.7,2,-1.7,1,-2.6
1995,NFL,Seattle Seahawks,Seattle,8,8,0,3rd of 5,,363,366,-3,Erickson,Galloway,Mirer,Warren,Galloway,10,13,23,25,25,17,21,30,-0.2,-0.4,-0.6,1.6,-2.2
1994,NFL,Seattle Seahawks,Seattle,6,10,0,5th of 5,,287,323,-36,Flores,Kennedy,Mirer,Warren,Blades,20,24,16,23,11,18,26,28,-2.3,-1.2,-3.4,-2.8,-0.6
1993,NFL,Seattle Seahawks,Seattle,6,10,0,5th of 5,,280,314,-34,Flores,Kennedy,Mirer,Warren,Blades,19,23,18,23,8,21,23,28,-2.1,0.9,-1.2,-0.8,-0.5
1992,NFL,Seattle Seahawks,Seattle,2,14,0,5th of 5,,140,312,-172,Flores,Kennedy,Gelbaugh,Warren,Williams,28,28,17,10,24,28,26,28,-10.8,0.8,-10,-9.8,-0.2
